             35
   1.32400002E+26   2.78209999E-29
   1.09300002E+26   7.84390003E-28
   8.95899976E+25   1.21340004E-26
   7.29199978E+25   7.06180024E-26
   5.89399990E+25   1.33479998E-25
   4.73000021E+25   1.52530003E-25
   3.77100010E+25   1.58090006E-25
   2.98500001E+25   1.61649999E-25
   2.34599996E+25   1.65139994E-25
   1.82800005E+25   1.68909997E-25
   1.40900001E+25   1.73080002E-25
   1.07200002E+25   1.77730004E-25
   8.01500020E+24   1.83030003E-25
   5.88100014E+24   1.89049998E-25
   4.23599992E+24   1.95659999E-25
   3.00499997E+24   2.02460005E-25
   2.10500005E+24   2.08939992E-25
   1.45600007E+24   2.14709992E-25
   9.97200000E+23   2.19500005E-25
   6.79699973E+23   2.23260011E-25
   4.61400015E+23   2.26090001E-25
   3.10800004E+23   2.28179989E-25
   2.07400004E+23   2.29689992E-25
   1.37100003E+23   2.30749999E-25
   8.95599963E+22   2.31539994E-25
   5.76199994E+22   2.31920003E-25
   3.63600007E+22   2.32359990E-25
   2.24400003E+22   2.32589993E-25
   1.35500005E+22   2.32709998E-25
   8.03799985E+21   2.32759992E-25
   4.70800000E+21   2.33010012E-25
   2.73299986E+21   2.31419989E-25
   1.57999997E+21   2.36689999E-25
   9.13500015E+20   2.30569991E-25
   5.32900002E+20   2.34680006E-25
