             18
   3.45200011E+21   0.00000000    
   2.45900002E+21   0.00000000    
   1.65400002E+21   0.00000000    
   1.02600000E+21   2.85700009E-20
   5.83299996E+20   3.49250001E-20
   3.03400013E+20   4.45439991E-20
   1.40299997E+20   4.58630000E-20
   5.90599988E+19   4.60259998E-20
   2.63799997E+19   4.62059988E-20
   1.27799997E+19   4.64250014E-20
   5.31700019E+18   4.71860011E-20
   1.68000003E+18   5.40750003E-20
   3.00100016E+17   1.02319999E-19
   1.34200001E+16   1.74919994E-19
   6.75800004E+15   1.78619999E-19
   3.14999988E+15   1.84869994E-19
   1.34699999E+15   1.76179997E-19
   5.70700021E+14   1.80060004E-19
