             21
   3.45200011E+21   0.00000000    
   2.45900002E+21   0.00000000    
   1.65400002E+21   2.69719990E-21
   1.02600000E+21   2.82610004E-20
   5.83299996E+20   2.82619989E-20
   3.03400013E+20   2.82619989E-20
   1.40299997E+20   2.82630005E-20
   5.90599988E+19   2.82630005E-20
   2.63799997E+19   2.82630005E-20
   1.27799997E+19   4.36619984E-20
   5.31700019E+18   8.35639982E-19
   1.68000003E+18   1.21290000E-18
   3.00100016E+17   1.21809997E-18
   1.34200001E+16   1.21850001E-18
   6.75800004E+15   1.21819995E-18
   3.14999988E+15   1.21889995E-18
   1.34699999E+15   1.21770002E-18
   5.70700021E+14   1.21610005E-18
   2.98599984E+14   1.21500000E-18
   1.88399999E+14   1.24130000E-18
   1.16299997E+14   1.18969996E-18
