             39
   1.79099997E+23   7.38729978E-24
   1.57000005E+23   7.38739997E-24
   1.37200001E+23   7.38729978E-24
   1.19499999E+23   7.38739997E-24
   1.03700002E+23   7.38729978E-24
   8.95899993E+22   7.38739997E-24
   7.71500033E+22   7.38729978E-24
   6.61800002E+22   7.38729978E-24
   5.64999992E+22   7.38750015E-24
   4.79999998E+22   7.38739997E-24
   4.05700017E+22   7.38750015E-24
   3.40899996E+22   7.38769973E-24
   2.84700004E+22   7.38710020E-24
   2.35999992E+22   7.38670025E-24
   1.94000007E+22   7.38750015E-24
   1.58000000E+22   7.38769973E-24
   1.27399999E+22   7.38700001E-24
   1.01500000E+22   7.38729978E-24
   7.97399975E+21   7.38710020E-24
   6.16500005E+21   7.38830006E-24
   4.67400007E+21   7.38660006E-24
   3.45200011E+21   7.38729978E-24
   2.45900002E+21   7.38670025E-24
   1.65400002E+21   7.38849964E-24
   1.02600000E+21   7.38649987E-24
   5.83299996E+20   7.38960010E-24
   3.03400013E+20   7.38380039E-24
   1.40299997E+20   7.38859982E-24
   5.90599988E+19   6.17049979E-22
   2.63799997E+19   1.30189995E-19
   1.27799997E+19   3.17979989E-19
   5.31700019E+18   3.27690004E-19
   1.68000003E+18   3.28209990E-19
   3.00100016E+17   3.28270012E-19
   1.34200001E+16   3.28349990E-19
   6.75800004E+15   3.27990012E-19
   3.14999988E+15   3.28699991E-19
   1.34699999E+15   3.28559991E-19
   5.70700021E+14   3.20750010E-19
