853.35 65.22
685.73 65.65
512.30 66.32
401.79 67.17
279.07 67.93
198.60 69.03
144.81 69.88
128.24 70.30
113.57 70.55
105.59 70.98
91.26 71.57
69.86 72.75
61.87 73.26
56.14 73.77
50.94 74.28
46.22 74.95
42.97 75.46
39.95 76.14
35.38 76.90
32.89 77.75
31.33 78.51
31.33 79.27
31.33 79.86
32.10 80.54
34.53 81.22
37.14 81.81
38.99 82.40
41.94 82.91
44.03 83.33
48.52 83.92
50.94 84.35
54.79 84.85
57.52 85.28
60.38 85.70
64.95 86.21
71.57 86.88
75.14 87.31
80.82 87.98
86.93 88.49
91.26 88.92
95.81 89.34
100.58 89.68
105.59 90.02
110.84 90.61
122.16 91.20
128.24 91.88
141.33 92.38
148.37 92.89
163.51 93.48
175.88 93.99
189.18 94.58
213.61 95.35
218.87 95.94
229.77 96.45
241.21 96.78
253.22 97.21
253.22 97.80
272.37 98.39
272.37 98.98
272.37 99.49
272.37 100.17
265.83 100.68
259.45 101.27
241.21 102.20
229.77 102.71
213.61 103.22
198.60 103.81
180.20 104.48
175.88 104.91
