1036.45 65.54
637.52 66.19
300.17 67.60
167.53 68.59
100.58 69.75
66.54 70.83
49.71 71.84
41.94 72.51
32.89 73.51
31.33 74.27
28.43 75.37
27.08 76.21
26.43 76.89
25.80 77.48
25.80 78.16
25.80 78.58
25.80 79.34
25.80 80.61
26.43 82.22
27.08 83.57
28.43 85.18
29.13 87.04
31.33 88.91
31.33 90.01
29.13 91.11
29.13 92.29
25.80 93.56
23.98 94.91
22.30 95.83
21.24 96.51
19.75 97.18
18.81 97.52
17.49 97.85
17.07 98.36
15.11 99.03
13.39 99.70
11.85 100.38
10.50 101.05
8.86 101.72
8.04 102.22
6.95 102.89
6.30 103.31
5.58 103.73
5.06 104.15
