   27.6944141    
  148.0  0.2794E+02  0.7231E+01  0.4354E+01  0.1967E+00
  144.0  0.2794E+02  0.7231E+01  0.4354E+01  0.1967E+00
  140.0  0.2794E+02  0.7231E+01  0.4354E+01  0.1967E+00
  136.0  0.2794E+02  0.7231E+01  0.4354E+01  0.1967E+00
  132.0  0.2794E+02  0.7231E+01  0.4354E+01  0.1967E+00
  128.0  0.2794E+02  0.7231E+01  0.4354E+01  0.1967E+00
  124.0  0.2794E+02  0.7231E+01  0.4354E+01  0.1967E+00
  120.0  0.2794E+02  0.7229E+01  0.4354E+01  0.1967E+00
  116.0  0.2793E+02  0.7228E+01  0.4354E+01  0.1967E+00
  112.0  0.2793E+02  0.7226E+01  0.4354E+01  0.1967E+00
  110.0  0.2792E+02  0.7225E+01  0.4354E+01  0.1967E+00
  108.0  0.2792E+02  0.7223E+01  0.4354E+01  0.1967E+00
  106.0  0.2792E+02  0.7221E+01  0.4354E+01  0.1967E+00
  104.0  0.2791E+02  0.7219E+01  0.4354E+01  0.1967E+00
  102.0  0.2791E+02  0.7217E+01  0.4354E+01  0.1967E+00
  100.0  0.2790E+02  0.7213E+01  0.4354E+01  0.1967E+00
   98.0  0.2789E+02  0.7209E+01  0.4355E+01  0.1967E+00
   96.0  0.2788E+02  0.7203E+01  0.4355E+01  0.1968E+00
   94.0  0.2786E+02  0.7194E+01  0.4356E+01  0.1968E+00
   92.0  0.2784E+02  0.7182E+01  0.4358E+01  0.1969E+00
   90.0  0.2782E+02  0.7162E+01  0.4361E+01  0.1970E+00
   88.0  0.2778E+02  0.7131E+01  0.4367E+01  0.1973E+00
   86.0  0.2772E+02  0.7084E+01  0.4376E+01  0.1976E+00
   84.0  0.2764E+02  0.7012E+01  0.4390E+01  0.1982E+00
   82.0  0.2751E+02  0.6904E+01  0.4412E+01  0.1992E+00
   80.0  0.2734E+02  0.6747E+01  0.4446E+01  0.2006E+00
   78.0  0.2709E+02  0.6522E+01  0.4497E+01  0.2027E+00
   76.0  0.2672E+02  0.6207E+01  0.4575E+01  0.2060E+00
   74.0  0.2620E+02  0.5776E+01  0.4691E+01  0.2108E+00
   72.0  0.2548E+02  0.5210E+01  0.4867E+01  0.2182E+00
   70.0  0.2446E+02  0.4503E+01  0.5136E+01  0.2293E+00
   68.0  0.2309E+02  0.3670E+01  0.5553E+01  0.2464E+00
   66.0  0.2126E+02  0.2752E+01  0.6230E+01  0.2739E+00
   64.0  0.1893E+02  0.1851E+01  0.7358E+01  0.3189E+00
   62.0  0.1616E+02  0.1085E+01  0.9329E+01  0.3952E+00
   60.0  0.1308E+02  0.5328E+00  0.1308E+02  0.5328E+00
