  50.0  0.5247E-01  0.5247E-01  0.5247E-01  0.916E-05  0.916E-05  0.1321E-01  0.1321E-01  0.1321E-01  0.482E-05  0.482E-05
  52.0  0.5267E-01  0.5212E-01  0.5212E-01  0.916E-05  0.916E-05  0.1342E-01  0.1313E-01  0.1313E-01  0.482E-05  0.482E-05
  54.0  0.5281E-01  0.5190E-01  0.5190E-01  0.723E-05  0.723E-05  0.1355E-01  0.1307E-01  0.1307E-01  0.384E-05  0.384E-05
  56.0  0.5289E-01  0.5177E-01  0.5177E-01  0.555E-05  0.555E-05  0.1363E-01  0.1304E-01  0.1304E-01  0.297E-05  0.297E-05
  58.0  0.5294E-01  0.5169E-01  0.5169E-01  0.381E-05  0.381E-05  0.1368E-01  0.1302E-01  0.1302E-01  0.204E-05  0.204E-05
  60.0  0.5457E-01  0.5166E-01  0.4916E-01  0.722E-04  0.181E-03  0.1370E-01  0.1301E-01  0.1301E-01  0.115E-05  0.115E-05
  62.0  0.1152E+00  0.5165E-01  0.1421E-01  0.353E-02  0.557E-02  0.1370E-01  0.1301E-01  0.1301E-01  0.578E-06  0.587E-06
  64.0  0.5490E+00  0.5165E-01  0.1065E-02  0.351E-01  0.361E-01  0.1483E-01  0.1301E-01  0.1257E-01  0.911E-04  0.126E-03
  66.0  0.1499E+01  0.5164E-01  0.2010E-03  0.111E+00  0.111E+00  0.8370E-01  0.1300E-01  0.5978E-02  0.803E-02  0.879E-02
  68.0  0.2349E+01  0.5164E-01  0.9530E-04  0.139E+00  0.139E+00  0.4319E+00  0.1300E-01  0.2953E-02  0.570E-01  0.575E-01
  70.0  0.2640E+01  0.5164E-01  0.7855E-04  0.693E-01  0.693E-01  0.6760E+00  0.1300E-01  0.2436E-02  0.583E-01  0.584E-01
  72.0  0.2644E+01  0.5164E-01  0.7832E-04  0.162E-02  0.162E-02  0.6807E+00  0.1300E-01  0.2429E-02  0.161E-02  0.161E-02
  74.0  0.2647E+01  0.5164E-01  0.7819E-04  0.130E-02  0.130E-02  0.6833E+00  0.1300E-01  0.2425E-02  0.130E-02  0.130E-02
  76.0  0.2648E+01  0.5164E-01  0.7812E-04  0.988E-03  0.988E-03  0.6846E+00  0.1300E-01  0.2423E-02  0.986E-03  0.988E-03
  78.0  0.2649E+01  0.5164E-01  0.7809E-04  0.689E-03  0.689E-03  0.6852E+00  0.1300E-01  0.2422E-02  0.688E-03  0.689E-03
  80.0  0.2649E+01  0.5164E-01  0.7808E-04  0.365E-03  0.365E-03  0.6855E+00  0.1300E-01  0.2422E-02  0.366E-03  0.366E-03
  82.0  0.2649E+01  0.5164E-01  0.7808E-04  0.177E-03  0.177E-03  0.6855E+00  0.1300E-01  0.2422E-02  0.176E-03  0.177E-03
  84.0  0.2649E+01  0.5164E-01  0.7808E-04  0.176E-03  0.176E-03  0.6856E+00  0.1300E-01  0.2422E-02  0.175E-03  0.176E-03
  86.0  0.2649E+01  0.5164E-01  0.7808E-04  0.179E-03  0.179E-03  0.6856E+00  0.1300E-01  0.2422E-02  0.179E-03  0.179E-03
  88.0  0.2649E+01  0.5164E-01  0.7807E-04  0.179E-03  0.179E-03  0.6856E+00  0.1300E-01  0.2422E-02  0.176E-03  0.176E-03
  90.0  0.2649E+01  0.5164E-01  0.7807E-04  0.180E-03  0.180E-03  0.6856E+00  0.1300E-01  0.2422E-02  0.177E-03  0.177E-03
  92.0  0.2649E+01  0.5164E-01  0.7807E-04  0.168E-03  0.168E-03  0.6857E+00  0.1300E-01  0.2422E-02  0.184E-03  0.185E-03
  94.0  0.2649E+01  0.5164E-01  0.7807E-04  0.195E-03  0.195E-03  0.6857E+00  0.1300E-01  0.2422E-02  0.177E-03  0.177E-03
  96.0  0.2649E+01  0.5164E-01  0.7807E-04  0.213E-03  0.213E-03  0.6857E+00  0.1300E-01  0.2422E-02  0.182E-03  0.182E-03
  98.0  0.2649E+01  0.5164E-01  0.7807E-04  0.124E-03  0.124E-03  0.6857E+00  0.1300E-01  0.2422E-02  0.171E-03  0.171E-03
 100.0  0.2649E+01  0.5164E-01  0.7807E-04  0.164E-03  0.164E-03  0.6857E+00  0.1300E-01  0.2422E-02  0.191E-03  0.191E-03
 102.0  0.2649E+01  0.5164E-01  0.7807E-04  0.957E-04  0.957E-04  0.6857E+00  0.1300E-01  0.2422E-02  0.167E-03  0.167E-03
 104.0  0.2649E+01  0.5164E-01  0.7807E-04 -0.000E+00 -0.000E+00  0.6857E+00  0.1300E-01  0.2422E-02  0.202E-03  0.202E-03
 106.0  0.2649E+01  0.5164E-01  0.7807E-04  0.511E-03  0.511E-03  0.6857E+00  0.1300E-01  0.2422E-02  0.639E-04  0.639E-04
 108.0  0.2649E+01  0.5164E-01  0.7807E-04 -0.000E+00 -0.000E+00  0.6857E+00  0.1300E-01  0.2422E-02  0.566E-03  0.566E-03
 110.0  0.2649E+01  0.5164E-01  0.7807E-04  0.765E-03  0.765E-03  0.6857E+00  0.1300E-01  0.2422E-02  0.191E-03  0.191E-03
 112.0  0.2649E+01  0.5164E-01  0.7807E-04 -0.000E+00 -0.000E+00  0.6857E+00  0.1300E-01  0.2422E-02 -0.000E+00 -0.000E+00
 116.0  0.2649E+01  0.5164E-01  0.7807E-04 -0.000E+00 -0.000E+00  0.6857E+00  0.1300E-01  0.2422E-02 -0.000E+00 -0.000E+00
 120.0  0.2649E+01  0.5164E-01  0.7807E-04 -0.000E+00 -0.000E+00  0.6857E+00  0.1300E-01  0.2422E-02 -0.000E+00 -0.000E+00
