  0.196203887    
  148.0  0.1958E+00  0.5067E-01  0.0000E+00  0.0000E+00
  144.0  0.1958E+00  0.5067E-01  0.0000E+00  0.0000E+00
  140.0  0.1958E+00  0.5066E-01  0.0000E+00  0.0000E+00
  136.0  0.1957E+00  0.5064E-01  0.0000E+00  0.0000E+00
  132.0  0.1957E+00  0.5059E-01  0.0000E+00  0.0000E+00
  128.0  0.1955E+00  0.5043E-01  0.0000E+00  0.0000E+00
  124.0  0.1949E+00  0.4990E-01  0.0000E+00  0.0000E+00
  120.0  0.1926E+00  0.4864E-01  0.0000E+00  0.0000E+00
  116.0  0.1878E+00  0.4714E-01  0.0000E+00  0.0000E+00
  112.0  0.1824E+00  0.4527E-01  0.0000E+00  0.0000E+00
  110.0  0.1796E+00  0.4416E-01  0.0000E+00  0.0000E+00
  108.0  0.1763E+00  0.4282E-01  0.0000E+00  0.0000E+00
  106.0  0.1723E+00  0.4124E-01  0.0000E+00  0.0000E+00
  104.0  0.1676E+00  0.3941E-01  0.0000E+00  0.0000E+00
  102.0  0.1623E+00  0.3737E-01  0.0000E+00  0.0000E+00
  100.0  0.1562E+00  0.3515E-01  0.0000E+00  0.0000E+00
   98.0  0.1490E+00  0.3264E-01  0.0000E+00  0.0000E+00
   96.0  0.1405E+00  0.2979E-01  0.0000E+00  0.0000E+00
   94.0  0.1309E+00  0.2663E-01  0.0000E+00  0.0000E+00
   92.0  0.1204E+00  0.2319E-01  0.0000E+00  0.0000E+00
   90.0  0.1089E+00  0.1950E-01  0.0000E+00  0.0000E+00
   88.0  0.9651E-01  0.1568E-01  0.0000E+00  0.0000E+00
   86.0  0.8345E-01  0.1189E-01  0.0000E+00  0.0000E+00
   84.0  0.7003E-01  0.8352E-02  0.0000E+00  0.0000E+00
   82.0  0.5672E-01  0.5309E-02  0.0000E+00  0.0000E+00
   80.0  0.4393E-01  0.2957E-02  0.0000E+00  0.0000E+00
   78.0  0.3205E-01  0.1383E-02  0.0000E+00  0.0000E+00
   76.0  0.2155E-01  0.5083E-03  0.0000E+00  0.0000E+00
   74.0  0.1298E-01  0.1329E-03  0.0000E+00  0.0000E+00
   72.0  0.6759E-02  0.2127E-04  0.0000E+00  0.0000E+00
   70.0  0.2907E-02  0.1694E-05  0.0000E+00  0.0000E+00
   68.0  0.9619E-03  0.5156E-07  0.0000E+00  0.0000E+00
   66.0  0.2148E-03  0.4162E-09  0.0000E+00  0.0000E+00
   64.0  0.2814E-04  0.7413E-12  0.0000E+00  0.0000E+00
   62.0  0.1847E-05  0.2371E-15  0.0000E+00  0.0000E+00
   60.0  0.5078E-07  0.6302E-20  0.0000E+00  0.0000E+00
   58.0  0.5106E-09  0.5061E-26  0.3784E-42  0.0000E+00
   56.0  0.1873E-11  0.5092E-34  0.9905E-39  0.0000E+00
   54.0  0.2533E-14  0.2803E-44  0.2366E-34  0.0000E+00
   52.0  0.9390E-18  0.0000E+00  0.7597E-29  0.0000E+00
   50.0  0.6002E-22  0.0000E+00  0.6002E-22  0.0000E+00
