  54.0  0.2533E-14  0.2533E-14  0.2533E-14  0.479E-13  0.479E-13  0.2803E-44  0.2803E-44  0.2803E-44  0.130E-35  0.130E-35
  56.0  0.1873E-11  0.7582E-19  0.4377E-19  0.479E-13  0.479E-13  0.5092E-34  0.0000E+00  0.2803E-44  0.130E-35  0.130E-35
  58.0  0.5106E-09  0.2547E-22  0.3964E-23  0.165E-10  0.165E-10  0.5061E-26  0.0000E+00  0.2803E-44  0.164E-27  0.164E-27
  60.0  0.5078E-07  0.6210E-25  0.1915E-26  0.219E-08  0.219E-08  0.6302E-20  0.0000E+00  0.1401E-44  0.274E-21  0.274E-21
  62.0  0.1847E-05  0.7432E-27  0.4911E-29  0.105E-06  0.105E-06  0.2371E-15  0.0000E+00  0.0000E+00  0.138E-16  0.138E-16
  64.0  0.2814E-04  0.3022E-28  0.5341E-31  0.213E-05  0.213E-05  0.7413E-12  0.0000E+00  0.0000E+00  0.599E-13  0.599E-13
  66.0  0.2148E-03  0.3081E-29  0.1830E-32  0.217E-04  0.217E-04  0.4162E-09  0.0000E+00  0.0000E+00  0.484E-10  0.484E-10
  68.0  0.9619E-03  0.6266E-30  0.1519E-33  0.122E-03  0.122E-03  0.5156E-07  0.0000E+00  0.0000E+00  0.837E-08  0.837E-08
  70.0  0.2907E-02  0.2108E-30  0.2422E-34  0.464E-03  0.464E-03  0.1694E-05  0.0000E+00  0.0000E+00  0.392E-06  0.392E-06
  72.0  0.6759E-02  0.9926E-31  0.5969E-35  0.134E-02  0.134E-02  0.2127E-04  0.0000E+00  0.0000E+00  0.680E-05  0.680E-05
  74.0  0.1298E-01  0.5912E-31  0.2021E-35  0.312E-02  0.312E-02  0.1329E-03  0.0000E+00  0.0000E+00  0.560E-04  0.560E-04
  76.0  0.2155E-01  0.4150E-31  0.8709E-36  0.629E-02  0.629E-02  0.5083E-03  0.0000E+00  0.0000E+00  0.275E-03  0.275E-03
  78.0  0.3205E-01  0.3266E-31  0.4505E-36  0.116E-01  0.116E-01  0.1383E-02  0.0000E+00  0.0000E+00  0.965E-03  0.965E-03
  80.0  0.4393E-01  0.2779E-31  0.2670E-36  0.193E-01  0.193E-01  0.2957E-02  0.0000E+00  0.0000E+00  0.256E-02  0.256E-02
  82.0  0.5672E-01  0.2494E-31  0.1747E-36  0.311E-01  0.311E-01  0.5309E-02  0.0000E+00  0.0000E+00  0.572E-02  0.572E-02
  84.0  0.7003E-01  0.2322E-31  0.1231E-36  0.488E-01  0.488E-01  0.8352E-02  0.0000E+00  0.0000E+00  0.112E-01  0.112E-01
  86.0  0.8345E-01  0.2218E-31  0.9204E-37  0.770E-01  0.770E-01  0.1189E-01  0.0000E+00  0.0000E+00  0.203E-01  0.203E-01
  88.0  0.9651E-01  0.2155E-31  0.7229E-37  0.120E+00  0.120E+00  0.1568E-01  0.0000E+00  0.0000E+00  0.347E-01  0.347E-01
  90.0  0.1089E+00  0.2117E-31  0.5918E-37  0.186E+00  0.186E+00  0.1950E-01  0.0000E+00  0.0000E+00  0.576E-01  0.576E-01
