  70.0  0.2907E-02  0.2907E-02  0.2907E-02  0.206E-02  0.210E-02  0.1694E-05  0.1694E-05  0.1694E-05  0.719E-05  0.719E-05
  72.0  0.6759E-02  0.8223E-03  0.7165E-03  0.206E-02  0.210E-02  0.2127E-04  0.5896E-06  0.5713E-06  0.719E-05  0.719E-05
  74.0  0.1298E-01  0.3636E-03  0.2427E-03  0.335E-02  0.336E-02  0.1329E-03  0.2878E-06  0.2600E-06  0.561E-04  0.562E-04
  76.0  0.2155E-01  0.2114E-03  0.1046E-03  0.640E-02  0.639E-02  0.5083E-03  0.1771E-06  0.1461E-06  0.276E-03  0.276E-03
  78.0  0.3205E-01  0.1471E-03  0.5409E-04  0.117E-01  0.116E-01  0.1383E-02  0.1276E-06  0.9504E-07  0.965E-03  0.965E-03
  80.0  0.4393E-01  0.1155E-03  0.3206E-04  0.193E-01  0.193E-01  0.2957E-02  0.1025E-06  0.6856E-07  0.256E-02  0.256E-02
  82.0  0.5672E-01  0.9836E-04  0.2097E-04  0.311E-01  0.311E-01  0.5309E-02  0.8849E-07  0.5332E-07  0.572E-02  0.572E-02
  84.0  0.7003E-01  0.8847E-04  0.1478E-04  0.489E-01  0.489E-01  0.8352E-02  0.8034E-07  0.4389E-07  0.112E-01  0.112E-01
  86.0  0.8345E-01  0.8262E-04  0.1105E-04  0.771E-01  0.770E-01  0.1189E-01  0.7548E-07  0.3771E-07  0.203E-01  0.203E-01
  88.0  0.9651E-01  0.7917E-04  0.8679E-05  0.120E+00  0.120E+00  0.1568E-01  0.7258E-07  0.3348E-07  0.347E-01  0.347E-01
  90.0  0.1089E+00  0.7713E-04  0.7104E-05  0.186E+00  0.186E+00  0.1950E-01  0.7088E-07  0.3049E-07  0.576E-01  0.576E-01
  92.0  0.1204E+00  0.7594E-04  0.6014E-05  0.290E+00  0.290E+00  0.2319E-01  0.6988E-07  0.2830E-07  0.930E-01  0.930E-01
  94.0  0.1309E+00  0.7526E-04  0.5230E-05  0.455E+00  0.455E+00  0.2663E-01  0.6930E-07  0.2667E-07  0.149E+00  0.149E+00
  96.0  0.1405E+00  0.7486E-04  0.4652E-05  0.714E+00  0.714E+00  0.2979E-01  0.6896E-07  0.2541E-07  0.236E+00  0.236E+00
  98.0  0.1490E+00  0.7463E-04  0.4221E-05  0.110E+01  0.110E+01  0.3264E-01  0.6877E-07  0.2444E-07  0.371E+00  0.371E+00
 100.0  0.1562E+00  0.7450E-04  0.3903E-05  0.165E+01  0.165E+01  0.3515E-01  0.6867E-07  0.2367E-07  0.575E+00  0.575E+00
 102.0  0.1623E+00  0.7443E-04  0.3663E-05  0.244E+01  0.244E+01  0.3737E-01  0.6860E-07  0.2306E-07  0.890E+00  0.890E+00
 104.0  0.1676E+00  0.7439E-04  0.3471E-05  0.362E+01  0.362E+01  0.3941E-01  0.6856E-07  0.2253E-07  0.138E+01  0.138E+01
 106.0  0.1723E+00  0.7436E-04  0.3317E-05  0.499E+01  0.499E+01  0.4124E-01  0.6854E-07  0.2210E-07  0.196E+01  0.196E+01
 108.0  0.1763E+00  0.7434E-04  0.3194E-05  0.755E+01  0.755E+01  0.4282E-01  0.6853E-07  0.2175E-07  0.300E+01  0.300E+01
 110.0  0.1796E+00  0.7433E-04  0.3095E-05  0.108E+02  0.108E+02  0.4416E-01  0.6852E-07  0.2146E-07  0.430E+01  0.430E+01
 112.0  0.1824E+00  0.7433E-04  0.3016E-05  0.167E+02  0.167E+02  0.4527E-01  0.6852E-07  0.2123E-07  0.659E+01  0.659E+01
 116.0  0.1878E+00  0.7432E-04  0.2874E-05  0.366E+02  0.366E+02  0.4714E-01  0.6851E-07  0.2087E-07  0.128E+02  0.128E+02
 120.0  0.1926E+00  0.7432E-04  0.2757E-05  0.116E+03  0.116E+03  0.4864E-01  0.6851E-07  0.2059E-07  0.363E+02  0.363E+02
 124.0  0.1949E+00  0.7432E-04  0.2703E-05  0.232E+03  0.232E+03  0.4990E-01  0.6851E-07  0.2036E-07  0.127E+03  0.127E+03
 128.0  0.1955E+00  0.7432E-04  0.2688E-05  0.283E+03  0.283E+03  0.5043E-01  0.6851E-07  0.2027E-07  0.234E+03  0.234E+03
 132.0  0.1957E+00  0.7432E-04  0.2684E-05  0.297E+03  0.297E+03  0.5059E-01  0.6851E-07  0.2024E-07  0.281E+03  0.281E+03
 136.0  0.1957E+00  0.7432E-04  0.2683E-05  0.310E+03  0.310E+03  0.5064E-01  0.6851E-07  0.2023E-07  0.303E+03  0.303E+03
 140.0  0.1958E+00  0.7432E-04  0.2683E-05  0.339E+03  0.339E+03  0.5066E-01  0.6851E-07  0.2023E-07  0.337E+03  0.337E+03
 144.0  0.1958E+00  0.7432E-04  0.2683E-05  0.400E+03  0.400E+03  0.5067E-01  0.6851E-07  0.2023E-07  0.401E+03  0.401E+03
 148.0  0.1958E+00  0.7432E-04  0.2682E-05  0.479E+03  0.479E+03  0.5067E-01  0.6851E-07  0.2023E-07  0.490E+03  0.490E+03
