#CO2_Yoshino(1996)_295K_118.7-175.5nm.dat
11635
118.7395  2.9869e-20
118.7439  2.9808e-20
118.7492  3.0129e-20
118.7541  3.0237e-20
118.7584  3.0062e-20
118.7633  2.9617e-20
118.7687  2.9574e-20
118.7735  2.9503e-20
118.7784  2.9177e-20
118.7828  2.8676e-20
118.7876  2.8679e-20
118.7925  2.8398e-20
118.7974  2.7759e-20
118.8027  2.8140e-20
118.8076  2.8252e-20
118.8125  2.8145e-20
118.8169  2.8054e-20
118.8217  2.8497e-20
118.8271  2.8268e-20
118.8319  2.8314e-20
118.8368  2.8448e-20
118.8412  2.8344e-20
118.8461  2.8396e-20
118.8514  2.8194e-20
118.8563  2.8332e-20
118.8611  2.8380e-20
118.8660  2.8464e-20
118.8709  2.8214e-20
118.8757  2.8181e-20
118.8806  2.7825e-20
118.8850  2.7859e-20
118.8903  2.8189e-20
118.8957  2.8134e-20
118.9001  2.8132e-20
118.9044  2.8566e-20
118.9098  2.8516e-20
118.9147  2.8462e-20
118.9190  2.8684e-20
118.9239  2.9250e-20
118.9293  2.9330e-20
118.9341  2.9608e-20
118.9390  2.9567e-20
118.9439  2.9775e-20
118.9487  2.9700e-20
118.9541  2.9503e-20
118.9580  2.9578e-20
118.9628  2.9953e-20
118.9682  2.9518e-20
118.9726  2.9539e-20
118.9779  2.9878e-20
118.9828  3.0191e-20
118.9877  3.0028e-20
118.9925  3.0449e-20
118.9969  3.0624e-20
119.0018  3.0361e-20
119.0066  3.0002e-20
119.0120  3.0292e-20
119.0169  3.0643e-20
119.0217  3.0947e-20
119.0266  3.1045e-20
119.0315  3.1204e-20
119.0363  3.1360e-20
119.0407  3.1283e-20
119.0456  3.1401e-20
119.0509  3.2435e-20
119.0553  3.3160e-20
119.0606  3.3511e-20
119.0650  3.3917e-20
119.0704  3.3909e-20
119.0752  3.4666e-20
119.0796  3.4853e-20
119.0850  3.5329e-20
119.0898  3.5357e-20
119.0947  3.6150e-20
119.0991  3.6217e-20
119.1044  3.6654e-20
119.1098  3.7689e-20
119.1137  3.8208e-20
119.1191  3.8795e-20
119.1239  3.9210e-20
119.1283  3.9571e-20
119.1337  3.9259e-20
119.1385  3.9297e-20
119.1434  3.9303e-20
119.1478  3.9908e-20
119.1531  4.0008e-20
119.1575  4.0415e-20
119.1624  4.0703e-20
119.1677  4.1112e-20
119.1726  4.1082e-20
119.1774  4.0999e-20
119.1823  4.1260e-20
119.1867  4.1667e-20
119.1920  4.1970e-20
119.1969  4.2694e-20
119.2018  4.3901e-20
119.2066  4.4377e-20
119.2115  4.4725e-20
119.2159  4.4925e-20
119.2212  4.4820e-20
119.2261  4.4126e-20
119.2310  4.4306e-20
119.2354  4.4366e-20
119.2407  4.4366e-20
119.2456  4.4762e-20
119.2500  4.4923e-20
119.2553  4.4282e-20
119.2602  4.3707e-20
119.2646  4.3286e-20
119.2699  4.2484e-20
119.2743  4.2839e-20
119.2792  4.2960e-20
119.2845  4.3293e-20
119.2894  4.3600e-20
119.2938  4.3640e-20
119.2991  4.2781e-20
119.3040  4.2876e-20
119.3088  4.2584e-20
119.3137  4.2405e-20
119.3186  4.2022e-20
119.3234  4.2528e-20
119.3283  4.1681e-20
119.3337  4.1295e-20
119.3375  4.0571e-20
119.3424  4.0931e-20
119.3478  4.0493e-20
119.3521  4.0718e-20
119.3575  4.0684e-20
119.3624  4.0755e-20
119.3672  4.0045e-20
119.3721  3.9638e-20
119.3765  3.9541e-20
119.3813  3.9032e-20
119.3867  3.8647e-20
119.3916  3.8924e-20
119.3959  3.9131e-20
119.4013  3.9134e-20
119.4062  3.9923e-20
119.4106  4.0359e-20
119.4159  4.0142e-20
119.4208  4.0244e-20
119.4252  4.0054e-20
119.4305  4.0002e-20
119.4354  4.0010e-20
119.4402  3.9870e-20
119.4451  3.9889e-20
119.4500  3.9831e-20
119.4544  3.9816e-20
119.4597  3.9964e-20
119.4646  4.0352e-20
119.4694  4.0063e-20
119.4743  4.0122e-20
119.4792  3.9426e-20
119.4840  3.8631e-20
119.4884  3.8555e-20
119.4943  3.8373e-20
119.4981  3.7938e-20
119.5030  3.7723e-20
119.5084  3.7334e-20
119.5132  3.6743e-20
119.5181  3.6232e-20
119.5230  3.5848e-20
119.5273  3.5904e-20
119.5327  3.6067e-20
119.5371  3.5518e-20
119.5424  3.4554e-20
119.5473  3.3924e-20
119.5517  3.3482e-20
119.5570  3.2835e-20
119.5619  3.2185e-20
119.5663  3.2503e-20
119.5712  3.2181e-20
119.5765  3.2180e-20
119.5814  3.2316e-20
119.5858  3.1743e-20
119.5911  3.1787e-20
119.5955  3.2322e-20
119.6003  3.1290e-20
119.6057  3.2075e-20
119.6106  3.1770e-20
119.6154  3.1621e-20
119.6198  3.1668e-20
119.6252  3.1715e-20
119.6300  3.1666e-20
119.6349  3.1489e-20
119.6398  3.1241e-20
119.6441  3.1026e-20
119.6500  3.1203e-20
119.6544  3.1509e-20
119.6587  3.1971e-20
119.6636  3.2254e-20
119.6690  3.2411e-20
119.6738  3.1980e-20
119.6787  3.1638e-20
119.6836  3.1196e-20
119.6884  3.1115e-20
119.6938  3.1116e-20
119.6977  3.1029e-20
119.7030  3.0556e-20
